name,description,meta_desc,website,facebook_link,ticket_link,start_date,end_date,min_price,max_price,capacity,is_free,postal_code,city,canton,coord_x,coord_y
FESTIVAL INTERNATIONAL DU FILM ORIENTAL DE GENEVE,"Le Festival international du Film Oriental de Genève (FIFOG) est une manifestation cinématographique incontournable dans le paysage culturel de la Suisse romande qui promeut le cinéma, la diversité et dialogue culturelles. Porté par plus de 200 partenaires, il présente annuellement une centaine de films, tous genres confondus, accompagnés d’une soixantaine d’invités en provenance de l’Orient et de l’Occident. A l’occasion 5 jurys décernent respectivement un FIFOG d’or et un FIFOG d’argent. Forte du soutien de la République et canton de Genève, du Département de la culture de la Ville de Genève, la 12ème édition du FIFOG aura lieu en avril  2016, et ce dans quelques 20 lieux en Suisse romande et en France Voisine. Aux projections s’ajouteront des débats, des colloques, des conférences, des expositions, des programmes scolaires  et des ateliers de formations divers. Tout en continuant à explorer les cinématographies les plus originales et les plus innovantes d’Orient et d’Occident, à travers ses diverses sections","Le Festival international du Film Oriental de Genève (FIFOG) est une manifestation cinématographique incontournable dans le paysage culturel de la Suisse romande qui promeut le cinéma, la diversité et...",https://www.fifog.com,https://www.facebook.com/fifog.geneve/,,0000-00-00,0000-00-00,,,,False,1203,Genève,Genève,46.208922,6.1226751
Festival Label Suisse,"Label Suisse est un festival de musique gratuit, urbain, populaire et entièrement dévolu à la scène musicale suisse. La 6e édition de Label Suisse se tiendra en ville de Lausanne.","Label Suisse est un festival de musique gratuit, urbain, populaire et entièrement dévolu à la scène musicale suisse. La 6e édition de Label Suisse se tiendra en ville de Lausanne.",http://www.labelsuisse.ch,https://fr-fr.facebook.com/labelsuisse,,2016-09-16,2016-09-18,0.0,0.0,7000.0,True,1003,Lausanne,VD,46.5242323,6.6365404
Festival Médecins du Monde,"Le FMdM débarque à nouveau à La Case-à-Chocs de Neuchâtel, avec sa fidèle troupe de bénévoles, pour vous proposer deux soirées, on le souhaite mémorables, dans la Grande Salle ainsi qu’au QKC.","Le FMdM débarque à nouveau à La Case-à-Chocs de Neuchâtel, avec sa fidèle troupe de bénévoles, pour vous proposer deux soirées, on le souhaite mémorables, dans la Grande Salle ainsi qu’au...",,,,2009-03-14,2009-03-14,28.0,34.0,,False,2000,Neuchâtel,NE,46.9900995,6.9248769
Festival Pully Lavaux à l'heure du Québec,"Fondé en 1996, le festival Pully-Lavaux à l’heure du Québec est la plus grande scène européenne de musique francophone d’Amérique du nord.

 Cette 11e édition sera l’occasion de fêter un anniversaire plein de belles surprises. Avec l’appui de la commune de Pully, le festival agrandit ses infrastructures afin d’accueillir dans les meilleures conditions possibles le nombre de ses visiteurs qui est, à chaque nouvelle édition, en constante augmentation. Nombre d’artistes québécois confirmés, ainsi que d’autres qui seront la relève de demain, ont déjà assuré le festival de leur venue à l’occasion de ce 20e anniversaire.","Fondé en 1996, le festival Pully-Lavaux à l’heure du Québec est la plus grande scène européenne de musique francophone d’Amérique du nord.   Cette 11e édition sera l’occasion de fêter un...",http://www.pully-quebec.ch,https://www.facebook.com/pages/Festival-Pully-Lavaux-a-lheure-du-Quebec/224622788833?ref=search&sid=100000177677755.1451810577..1,,2016-06-03,2016-06-12,39.0,65.0,,False,1009,Pully,VD,46.5088721,6.6457194
Festival'Entre2,Six jours de chanson française à L'Octogone de Pully !,Six jours de chanson française à L'Octogone de Pully !,http://www.festivalentre2.ch,https://fr-fr.facebook.com/Festivalentre2,,2015-06-03,2015-06-06,29.0,60.0,,False,1009,Pully,VD,46.5095987,6.6492393
Festivalocal,"Dans le verdoyant Jardin Doret, idéalement situé sur les rives du Léman, au centre de Vevey, le Festivalocal revient en force pour désormais 4 jours de fête, avec deux scènes de concerts live d'artistes locaux et une scène électro, du 23 au 26 juin 2016 !","Dans le verdoyant Jardin Doret, idéalement situé sur les rives du Léman, au centre de Vevey, le Festivalocal revient en force pour désormais 4 jours de fête, avec deux scènes de concerts live...",http://www.festivalocal.ch,https://fr-fr.facebook.com/festivalocal,,2016-06-23,2016-06-26,0.0,0.0,,True,1800,Vevey,VD,46.4674704,6.8478938
Festiverbant,"Festiverbant est un festival de rock se situant à Landecy, Bardonnex dans le canton de Genève.","Festiverbant est un festival de rock se situant à Landecy, Bardonnex dans le canton de Genève.",http://www.festiverbant.ch,https://fr-fr.facebook.com/festiverbant,,2016-08-26,2016-08-28,0.0,0.0,,True,1257,Bardonnex,GE,46.1430876,6.1314212
Fête de Genève,Les Fêtes de Genève se suivent mais ne se ressemblent pas.,Les Fêtes de Genève se suivent mais ne se ressemblent pas.,http://www.fetesdegeneve.ch/,,,2016-08-04,2016-08-14,0.0,0.0,500000.0,True,1204,Genève,GE,46.2043907,6.1431577
Fête de la Musique,"La Fête de la Musique est née le 21 juin 1982 en France à l’initiative de Jack Lang, alors ministre de la Culture. Plus de 30 ans plus tard, la Fête a toujours lieu à la même date et s’est même exportée sur les cinq continents !

La Fête culturelle la plus populaire de Genève donne rendez-vous à son public sur les deux rives de la cité et offre, avec environ 500 concerts sur une trentaine de scènes, un impressionnant programme musical.","La Fête de la Musique est née le 21 juin 1982 en France à l’initiative de Jack Lang, alors ministre de la Culture. Plus de 30 ans plus tard, la Fête a toujours lieu à la même date et s’est même...",http://www.ville-ge.ch/culture/fm,https://fr-fr.facebook.com/FeteDeLaMusiqueGeneve/,,2016-06-17,2016-06-19,0.0,0.0,,True,1204,Genève,GE,46.2050295,6.1440885
Fiestaval Sainte-Croix,,,,,,0000-00-00,0000-00-00,,,,False,1450,Sainte-Croix,VD,46.8220938,6.502427
For Noise Festival,"Depuis 1997, le For Noise Festival à Lausanne Pully en Suisse réunit chaque année, dans un cadre idyllique, groupes mythiques et découvertes pour 3 soirées dévouées à l’amour de la musique.","Depuis 1997, le For Noise Festival à Lausanne Pully en Suisse réunit chaque année, dans un cadre idyllique, groupes mythiques et découvertes pour 3 soirées dévouées à l’amour de la...",http://www.fornoise.ch/,https://www.facebook.com/fornoisefestival,http://www.fornoise.com/billeterie/,2016-08-20,2016-08-20,30.0,35.0,,False,1009,Pully,VD,46.5195837,6.6688375
Free4style,Festival alliant sport et musique à Fribourg.,Festival alliant sport et musique à Fribourg.,http://www.free4style.com,https://www.facebook.com/SwatchF4S/,https://www.starticket.ch/fr,2016-07-01,2016-07-03,15.0,60.0,30000.0,False,1470,Estavayer-le-Lac,FR,46.851973,6.840062
Fricktaler Blues Festival,"Das Fricktaler Blues Festival feiert dieses Jahr ein rundes Jubiläum. Bereits zum 20. Mal geht das älteste Blues Festival der Schweiz über die Bühne von Fricks Monti. Während vier Tagen wird eine der tradionsreichsten Musikstile zelebriert. Vom 17. bis 20. Oktober treten vier verschiedene Bands in der entspannten Clubatmosphäre von Fricks Monti auf. Den Abschluss des Festivals macht der Dok-Film über die Blues-Ikone B.B. King, The Life of Riley.",Das Fricktaler Blues Festival feiert dieses Jahr ein rundes Jubiläum. Bereits zum 20. Mal geht das älteste Blues Festival der Schweiz über die Bühne von Fricks Monti. Während vier Tagen wird eine der...,http://www.fricks-monti.ch,,http://www.fricks-monti.ch,2015-10-15,2015-10-17,28.0,45.0,,False,5070,Frick,AG,47.5080228,8.020336
Gena Festival,"19ème ÉDITION

Le Gena Festival vous emmène pour sa 19ème édition en découverte de formations musicales suisses de tous horizons sur deux soirées les 8 et 9 juillet 2016 à Avully, Genève. Fidèle à son habitude, la programmation sautera du coq à l’âne avec un panel de styles variés. Des textes à la con sur fond de vieux punk rock avec Les Vaches Laitières à la poésie électrique d’Elvett, en passant par la voix ronde et sublime de CardiaC – en set acoustique – en passant par les sons entraînants et jazzy de Soulflip Orchestra, pour atterir sur la piste australo-suisse du indie folk de The Gardener & The Tree.

L’un des plus grands Open Air gratuit de Romandie organisé uniquement par des bénévoles, le Gena Festival est un événement musical fondé en 1997 par un groupe d’amis passionnés de musique. Le Gena Festival a pour vocation de promouvoir des artistes locaux de qualité ainsi que des jeunes talents, tous genres confondus. Le festival a su développer une ambiance conviviale qui attire près de  8000 personnes sur le week-end dans la campagne genevoise. Une programmation où chacun trouve quelque chose à son goût dans un esprit de découverte, avec une pointe d’audace.","19ème ÉDITION  Le Gena Festival vous emmène pour sa 19ème édition en découverte de formations musicales suisses de tous horizons sur deux soirées les 8 et 9 juillet 2016 à Avully, Genève. Fidèle...",http://www.genafestival.ch,https://www.facebook.com/Gena-Festival-Open-Air-268592173180084/?fref=ts,,2016-07-08,2016-07-09,0.0,0.0,8000.0,True,1237,Avully,GE,46.1673564,5.9898447
Giez Blues Festival,Le Giez Blues festival a été crée par Bonny B. à Fribourg et vous accueille chaque année pour une programmation variée dans l'univers du blues américain,Le Giez Blues festival a été crée par Bonny B. à Fribourg et vous accueille chaque année pour une programmation variée dans l'univers du blues américain,,https://www.facebook.com/FESTIVAL-DE-BLUES-DE-GIEZ-BLUES-FESTIVAL-GIEZ-118950941464761/timeline,,2015-09-18,2015-09-20,,,,False,1700,Fribourg,FR,46.7928175,7.1485378
Gospel Air,"Le Gospel Air existe depuis 2003 et est organisé chaque année dans une ville différente de Suisse-romande par un comité créé pour l’occasion. L’édition Gospel Air Lausanne 2016 a l’ambition d’être le plus grand festival de gospel jamais organisé en Suisse romande, tant en termes de participants qu’en termes de public!",Le Gospel Air existe depuis 2003 et est organisé chaque année dans une ville différente de Suisse-romande par un comité créé pour l’occasion. L’édition Gospel Air Lausanne 2016 a l’ambition...,http://gospelair.com,https://www.facebook.com/gospelairfestivalofficiel/?ref=ts&fref=ts,http://www.monbillet.ch,2016-06-18,2016-06-19,0.0,0.0,,True,1004,Lausanne,Vaud,46.52812,6.6236049999999995
Greenfield Festival,"Das Greenfield Festival ist ein mehrtägiges Musikfestival, das im Jahr 2005 zum ersten Mal stattfand. Austragungsort ist der Flugplatz Interlaken im Berner Oberland in der Schweiz. Jährlich treten rund 40 Bands auf dem Greenfield Festival auf.","Das Greenfield Festival ist ein mehrtägiges Musikfestival, das im Jahr 2005 zum ersten Mal stattfand. Austragungsort ist der Flugplatz Interlaken im Berner Oberland in der Schweiz. Jährlich treten rund...",http://www.greenfieldfestival.ch,http://www.facebook.com/greenfieldfestival.ch,http://www.greenfieldfestival.ch/index.php?id=24,2016-06-08,2016-06-11,129.0,260.0,,False,3814,Gsteigwiler,BE,46.6477119,7.8784835
Guinness Irish Festival,"Festival de Musique Celtique situé à Sion, dans le canton du Valais.","Festival de Musique Celtique situé à Sion, dans le canton du Valais.",http://www.guinnessfestival.ch,https://www.facebook.com/GuinnessIrishFestival/,http://www.guinnessfestival.ch/shop/index.php,2016-08-04,2016-08-06,0.0,59.0,,False,1950,Sion,VS,46.2137773,7.3222679
Gurtenfestival,"Hitzige Temperaturen, magische Momente und eine grossartige Stimmung: Das war das Gurtenfestival 2015, «ds geilschte Festival vor Schwiz (das geilste Festival der Schweiz), wie Büne Huber am Ende des Konzerts von Patent Ochsner schlicht meinte. Im Rahmen der vier Festivaltage haben 78'000 Fans ein breites Musikspektrum genossen: von den Fantastischen Vier über Ellie Goulding, Faithless und Cro bis hin zu George Ezra und Patti Smith. Auch Schweizer Acts wie Stefanie Heinzmann, Lo & Leduc, Stress, Polo Hofer und Patent Ochsner vermochten Akzente zu setzen und konnten dadurch einmal mehr unter Beweis stellen, dass sie mit internationalen Acts durchaus mithalten können.","Hitzige Temperaturen, magische Momente und eine grossartige Stimmung: Das war das Gurtenfestival 2015, «ds geilschte Festival vor Schwiz (das geilste Festival der Schweiz), wie Büne Huber am Ende des...",http://www.gurtenfestival.ch/,https://de-de.facebook.com/GurtenfestivalBern,http://www.starticket.ch/de/tickets/gurtenfestival-2016-20160714-1000-20160717-2300-gurten-wabern-bern,2016-07-14,2016-07-17,95.0,460.0,,False,3084,Köniz,BE,46.9172619,7.4437906000001
Heartland,Le Festival Heartland est un festival de musique conceptuel dont la programmation se construit chaque année autour d’un fil rouge électronique.,Le Festival Heartland est un festival de musique conceptuel dont la programmation se construit chaque année autour d’un fil rouge électronique.,http://www.heartland.ch/,,,2013-09-23,2013-09-28,,,,False,1003,Lausanne,VD,46.5220451,6.6282839
Heirassa Festival,"Liebe Volksmusikfreunde

Mit Alois Schilliger ist am 17. Januar 2004 einer der grossen Interpreten, Komponisten und Volksmusikanten der Schweiz gestorben. „Heirassa“ komponierte viele hundert Musikstücke, die auch die nächsten Generationen noch erfreuen!

Alois wurde am 24. Dezember 1924 in Weggis geboren und hat hier viele Jahre seines Lebens verbracht. Die letzten Zeit war er im Alterszentrum Hofmatt. Die Gemeinde Weggis hat seinen bekannten Mitbürger im Sommer 2005 geehrt mit einem Bronce-Relief des einheimischen Künstlers Marco D’Arcangelo. Über 1'000 Volksmusikfreunde waren anwesend, als die Erinnerung an „Heirassa“ beim Pavillon am See enthüllt wurde.

Weggis plant nun eine jährliche Veranstaltung in Erinnerung an Alois Schilliger. Es ist ein Heirassa-Festival, das in der Regel im Juni im Wohn- und Ferienort Weggis stattfinden wird. Das Patronat für diese Veranstaltung haben übernommen:

Gemeinde Weggis
Tourismusorganisation Weggis/Vitznau/Rigi-Tourismus
Verband Schweizer Volksmusik VSV – Kanton Luzern
Kaspar-Muther-Stiftung
Es würde uns freuen, Sie am nächsten Heirassa-Festival in Weggis begrüssen zu dürfen!","Liebe Volksmusikfreunde  Mit Alois Schilliger ist am 17. Januar 2004 einer der grossen Interpreten, Komponisten und Volksmusikanten der Schweiz gestorben. „Heirassa“ komponierte viele hundert...",http://www.heirassa-festival.ch/,,,2016-06-09,2016-06-12,,,,False,0,Weggis,LU,47.0338792,8.4252779999999
Heitere Openair,Das Heitere Open Air ist ein alljährlich im August stattfindendes Musikfestival in der Schweizer Stadt Zofingen im Kanton Aargau. Die dreitägige Openair-Veranstaltung fand erstmals 1991 statt. Das musikalische Spektrum konzentriert sich auf nationale und internationale Pop- und Rockmusik mit jedoch auch Platz für weitere Musikrichtungen sowie unter einem bestimmten Motto stehende Spezialabende.,Das Heitere Open Air ist ein alljährlich im August stattfindendes Musikfestival in der Schweizer Stadt Zofingen im Kanton Aargau. Die dreitägige Openair-Veranstaltung fand erstmals 1991 statt. Das...,http://www.heitere.ch/,https://www.facebook.com/HeitereOpenAir/,http://www.ticketcorner.ch/heitere-open-air.html?affiliate=TCS&doc=artistPages/overview&fun=artist&action=overview&kuid=447002,2016-08-12,2016-08-14,80.0,165.0,,False,4800,Zofingen,AG,47.2857699,7.9512049
Herbst in der Helferei,"Musikalische Begegnungen von Heute und Morgen – das ist die Idee hinter unserer Konzertreihe, die im Jahr 2006 von Jens Lohmann initiiert wurde. Ziel ist es, jungen Meisterschülern eine Gelegenheit geben mit arrivierten Musikern aufzutreten. In den vergangenen Jahren ist es immer wieder gelungen, bekannte Künstlerinnen und Künstlern zu verpflichten und abwechslungsreiche Programme zu gestalten. Das Echo von allen Seiten ist sehr positiv. Auf der Bühne der Helferei Grossmünster wird jedes Jahr im September mit ansteckender Spielfreude musiziert. Ein besonderes Erlebnis für die Musiker wie auch für das Publikum.","Musikalische Begegnungen von Heute und Morgen – das ist die Idee hinter unserer Konzertreihe, die im Jahr 2006 von Jens Lohmann initiiert wurde. Ziel ist es, jungen Meisterschülern eine Gelegenheit...",http://www.herbst-helferei.ch/,http://www.herbst-helferei.ch/,,2016-09-19,2016-09-24,,,,False,8001,Zürich,ZH,47.3703314,8.5451008
HILLCHILL,"Begonnen hatte das HillChill 2001 mit einem Sonnenschirm, ein paar Wohnzimmer-Boxen im Gras des Sarasinparks und ein paar Freunden – seit einigen Jahren ist das Hill Chill Open Air Festival in Riehen nun eine feste Nummer im Kalender der etwas anders tickenden jungen Musikfans in der Region Basel. 15 Jahre HillChill und ein amtliches Musikprogramm für den 3. und 4. Juli 2015: So lässt sichs feiern mit feiner Musik am Rande der Stadt.
20 Bands aus der Region Basel und Deutschland stehen auf dem Fahrplan der beiden Bühnen. Der RFV Basel unterstützt HillChill Festival und freut sich auf eine weitere Ausgabe des Open Airs im prächtigen Sarasinpark.","Begonnen hatte das HillChill 2001 mit einem Sonnenschirm, ein paar Wohnzimmer-Boxen im Gras des Sarasinparks und ein paar Freunden – seit einigen Jahren ist das Hill Chill Open Air Festival in Riehen...",http://www.hillchill.ch/,https://www.facebook.com/hillchillopenair/,,2016-07-01,2016-07-02,0.0,,,False,4125,Riehen,BS,47.5872496,7.6511336
Hors Tribu,"Pour la cinquième édition de son souper de soutien, Hors Tribu a l'honneur d'inviter Matt Elliott (UK) et Advaïta (CH - Ne) pour combler les oreilles du public tandis que Touni s'efforcera d'en ravir l'estomac. Les amis du bon goût sous toutes ses formes sont vivement invités à venir partager cette soirée ensemble.
Les festivités auront lieu au théâtre des Mascarons à Môtiers (Grand-Rue 14).","Pour la cinquième édition de son souper de soutien, Hors Tribu a l'honneur d'inviter Matt Elliott (UK) et Advaïta (CH - Ne) pour combler les oreilles du public tandis que Touni s'efforcera d'en ravir...",http://www.horstribu.ch,https://www.facebook.com/events/166049633797400/,,2016-08-04,2016-08-07,20.0,40.0,,False,,Môtiers,Neuchâtel,46.9111044,6.6113105999999995
Icogne Jazz,"Pour l’Edition 2016 d’IcogneJazz et ses 10 ans d’activité, une Formation Internationale sera des nôtres avec à sa tête, un Valaisan du nom de Olivier Magarotto. Son projet nous tient tout particulièrement à cœur car il s’agit d’une plate-forme d’échanges culturels entre musiciens issus d’horizons différents.

Les objectifs de ces musiciens sont de créer des ponts entre différentes cultures et de favoriser ainsi des échanges entre d’autres traditions musicales.

Le festival est aussi une scène ouverte aux groupes Valaisans, plusieurs d’entre-eux se sont déjà produits sur nos scènes, tels que Who's next, Swing Maniak, le Big Band de l'EJMA, Pair et Impair pour ne citer qu’eux.

L'édition 2016 proposera, Deep Sea avec André Kunz, BlueLift, Less Than Four, Flèche d'or Trio, Moncef Genoud Project, Aduranu, Caroline Alvès et 2 DJ'S.","Pour l’Edition 2016 d’IcogneJazz et ses 10 ans d’activité, une Formation Internationale sera des nôtres avec à sa tête, un Valaisan du nom de Olivier Magarotto. Son projet nous tient tout...",http://www.icognejazz.ch,,,2016-07-01,2016-07-02,0.0,0.0,,True,1977,Icogne,VS,46.2917335,7.4386673
Jazz Onze +,"En 29 ans d’existence, le JazzOnze+ Festival Lausanne s’est fait une place parmi les meilleurs festivals de jazz de Suisse et d’Europe. Sa programmation pointue et sans compromis, son accueil réputé et le magnifique cadre autant que la belle architecture du Casino de Montbenon ont permis au festival d’accueillir les plus grands musiciens de jazz de la planète et de faire rayonner la ville de Lausanne bien au-delà des frontières helvétiques et européennes. De Dave Holland à Marcus Miller, d’Elvin Jones à Bill Stewart, de Lester Bowie à Christian Scott, de Charles Lloyd à Joe Lovano et de Joachim Kühn à Brad Mehldau, sans oublier tout ce que la Suisse a enfanté comme musiciens de jazz exceptionnels, le JazzOnze+ Festival Lausanne a suivi de près la carrière d’une multitude d’artistes, de vedettes et de nouveaux talents. Il a également donné une fenêtre au jazz et à son évolution à travers les musiques actuelles avec l’ouverture d’une deuxième scène, l’Espace Jazz, en 1999.","En 29 ans d’existence, le JazzOnze+ Festival Lausanne s’est fait une place parmi les meilleurs festivals de jazz de Suisse et d’Europe. Sa programmation pointue et sans compromis, son accueil...",http://www.jazzonzeplus.ch,,,2016-11-02,2016-11-06,,,,False,1003,Lausanne,VD,46.5203755,6.6250248
Jungfrau Music Festival,"Das Jungfrau Music Festival wird jährlich in Bern, Interlaken und Thun durchgeführt.

Mit attraktiven, vielschichtigen Veranstaltungen werden Menschen aus der ganzen Welt zusammengeführt. Nachhaltige und anregende Erlebnisse und Begegnungen der einheimischen und auswärtigen Bevölkerung mit der Welt der Musik sollen so gefördert werden.

Wir haben uns folgende Schwerpunkte gesetzt:

- Hochkarätige Blasorchester erhalten am Festival eine ausgezeichnete Plattform, um ihr grosses Können an Galakonzerten einem breiten Publikum zu präsentieren.

- Der Meisterkurs für Dirigieren und Instrumental-Workshops bereichern das Festivalangebot.

- Die Jugend wird mit besonderen Konzerten und Projekten für das gemeinsame Musizieren gefördert und begeistert.","Das Jungfrau Music Festival wird jährlich in Bern, Interlaken und Thun durchgeführt.  Mit attraktiven, vielschichtigen Veranstaltungen werden Menschen aus der ganzen Welt zusammengeführt. Nachhaltige...",http://www.jungfrau-music-festival.ch/,https://www.facebook.com/jungfraumusicfestival/,http://www.kulturticket.ch/,2017-01-22,2017-01-28,30.0,50.0,,False,3800,Interlaken,BE,46.6882904,7.8625031
Jval Festival,"Depuis ses débuts, le JVAL s’engage à faire découvrir une musique de pointe par une programmation minutieusement étudiée pour ses spectateurs. La volonté du comité est d’offrir, tant au public qu’aux artistes, une magnifique expérience musicale dans un environnement intimiste et une proximité que l’on ne retrouve pas dans les grands rassemblements. Le comité du JVAL aime à décrire le festival comme une salle de concert «Open Air» dédiée au Rock et à ses différents courants, participant à la découverte de nouveaux talents principalement en Suisse mais aussi en Europe.","Depuis ses débuts, le JVAL s’engage à faire découvrir une musique de pointe par une programmation minutieusement étudiée pour ses spectateurs. La volonté du comité est d’offrir, tant au public...",http://jvalfestival.com,https://fr-fr.facebook.com/JVALopenair,http://jvalfestival.com/billetterie/,2016-08-25,2016-08-27,30.0,35.0,,False,1268,Begnins,VD,46.44451,6.2592988
Klingenopenair,"Der Verein Jugendfest wurde 1991 in Stein am Rhein mit dem Zweck gegründet, eine Plattform für die Interessen der Jugend zu bieten sowie einmal jährlich ein Fest in diesem Rahmen abzuhalten. Der einst Jugendfest genannte Anlass hat sich im Laufe der Jahre weiterentwickelt und präsentiert sich heute unter dem Namen „Klingenopenair“. Die Namensgebung bezieht sich auf die Burg Hohenklingen in Stein am Rhein, auf deren Waldlichtung das zweitägige Openair jeweils stattfindet. Mittlerweile wurde das Klingenopenair bereits 23-mal erfolgreich durchgeführt. Der Verein Jugendfest zählt derzeit rund 50 Aktivmitglieder. Darunter das 20-köpfige Organisationskommitee des Klingenopenairs, welches sich aus Personen im Alter zwischen 18 und 35 Jahren zusammensetzt. Die Vereinsmitglieder und die über hundert Helfer stammen vorwiegend aus Stein am Rhein sowie den Nachbarsgemeinden Eschenz, Hemishofen und Wagenhausen. Es ist dem Verein ein Anliegen, junge Leute aktiv in die Organisation des Anlasses zu integrieren, nicht zuletzt um die langjährige Erfolgsgeschichte weiter zu tragen. Aktuell setzt sich der Vereinsvorstand zusammen aus: Marco Wyss (Vereinspräsident), Miriam Furger (Vizepräsidentin), Luca Lengwiler (Kassier) und Nadine Furger (Aktuarin)","Der Verein Jugendfest wurde 1991 in Stein am Rhein mit dem Zweck gegründet, eine Plattform für die Interessen der Jugend zu bieten sowie einmal jährlich ein Fest in diesem Rahmen abzuhalten. Der einst...",http://www.klingenopenair.ch/,https://www.facebook.com/klingenopenair,,2016-08-19,2016-08-21,25.0,45.0,,False,8260,Stein am Rhein,SH,47.6650396,8.8611449
Knockout Festival,"La programmation de notre manifestation musicale, qui propose des artistes suisses et internationaux que l'on ne verra pas (pour la plupart) sur les scènes frileuses des grands festivals de l'été, se veut étonnante et néanmoins accessible.","La programmation de notre manifestation musicale, qui propose des artistes suisses et internationaux que l'on ne verra pas (pour la plupart) sur les scènes frileuses des grands festivals de l'été, se...",,,,2006-07-08,2006-07-09,15.0,15.0,,False,0,Moutier,BE,47.2709926,7.3560001
Königsfelder Festspiel,,,http://www.koenigsfelder-festspiel.ch/,,,2012-08-23,2012-09-15,,,,False,0,Windisch,AG,47.4789604,8.2159655
Kulturfestival St. Gallen,"Was wäre ein Sommer in St. Gallen ohne das Kulturfestival? Jeden Sommer finden Musik, Kultur und Lebensfreude wieder ihr Zuhause im beschaulichen Innenhof des Historischen und Völkerkundemuseums. Es erwartet euch ein Programm mit internationalen Stars und spannenden Künstlern aus der Region – lasst euch überraschen und geniesst mit uns wunderbare Sommerabende!","Was wäre ein Sommer in St. Gallen ohne das Kulturfestival? Jeden Sommer finden Musik, Kultur und Lebensfreude wieder ihr Zuhause im beschaulichen Innenhof des Historischen und Völkerkundemuseums. Es...",http://www.kulturfestival.ch/,https://www.facebook.com/Kulturfestival.St.Gallen,http://www.ticketcorner.ch/10-kulturfestival-st-gallen-Tickets.html?affiliate=TCS&doc=artistPages%2Ftickets&fun=artist&action=tickets&erid=1395729&kuid=502924,2016-06-30,2016-07-23,25.0,199.0,,False,9000,Saint-Gall,SG,47.4245626,9.3748965
Lake Parade,La Lake Parade est une technoparade se déroulant autour de la rade de Genève (Suisse).,La Lake Parade est une technoparade se déroulant autour de la rade de Genève (Suisse).,http://www.lakeparade.ch,https://www.facebook.com/lakeparadegeneva,,2016-07-02,2016-07-02,0.0,0.0,,True,1202,Genève,GE,46.2185025,6.151197
Lakeside Festival,"„I Saved The Lakeside“. Das können sich fast 60 Unterstützerinnen und Unterstützer seit Gestern Abend auf die Fahne schreiben. Sie haben den Eimer in die Hand genommen und mit ihrem Beitrag zu unserer Crowdfunding-Aktion den Wasserspiegel stetig gesenkt. CHF 10'000.- haben sich die Lakeside-Macher zum Ziel gesetzt, über CHF 11'000.- sind’s schlussendlich geworden!
Vielen vielen herzlichen Dank all unseren Fans und Freunden, Sponsoren und Gönnern, die mit uns zusammen das Leck gestopft und das Lakeside Festival ans rettenden Ufer gebracht haben!

Nebst vielen Privatpersonen haben vor allem das Amt für Kultur Nidwalden und die Gemeinde Hergiswil das Lakeside Festival namhaft unterstützt und so einen wesentlichen Beitrag dazu geleistet, dass das Lakeside Festival 2016 seine Fortsetzung findet.

Wie die nächste Aussgabe aussieht steht aber noch nicht fest. 
Zwar konnten wir unsere finanziellen Altlasten mit eurer Hilfe ""versenken"", jedoch fehlen zur Zeit noch die Reserven um Genaueres zur nächsten Ausgabe zu sagen...
Fest steht, das fröhliche Treiben auf der Rössliwiese findet nächstes Jahr seine Fortsetzung! Wir informieren euch baldmöglichst!",„I Saved The Lakeside“. Das können sich fast 60 Unterstützerinnen und Unterstützer seit Gestern Abend auf die Fahne schreiben. Sie haben den Eimer in die Hand genommen und mit ihrem Beitrag zu...,http://www.lakesidefestival.ch,https://www.facebook.com/lakesidefestival.ch,,2014-07-09,2014-07-12,,,,False,0,Hergiswil,NW,46.9905821,8.3083735
Lakesplash,"Das erste Reggae Openair in Twann wurde 1998 durchgeführt. Die drei Organisatoren waren auch gleichzeitig die drei DJ's. 

David Posch 
Adrian Känzig 
Michel Howald

Da sie nur zu dritt waren, wurde das Openair noch kleiner gehalten, lediglich eine Bar, keine Live-Bands sondern DJ's aber doch schon viele Besucher.
 
Allerdings wurde gerade da der Spirit des Lakesplash Openairs geboren:
Gute Stimmung, Keine Fremdsponsoren, motivierte Gastgeber, kein Kommerz. Ein Fest für alle, die gerne Reggae hören, nicht mehr. Aber auch nicht weniger.","Das erste Reggae Openair in Twann wurde 1998 durchgeführt. Die drei Organisatoren waren auch gleichzeitig die drei DJ's.   David Posch  Adrian Känzig  Michel Howald  Da sie nur zu dritt waren, wurde das...",http://www.lakesplash.ch/,https://www.facebook.com/Lakesplash,http://www.lakesplash.ch,2016-07-15,2016-07-16,45.0,45.0,,False,0,Twann-Tüscherz,BE,47.0949036,7.1566044
Langnau Jazz Nights,"We are happy to present this year’s program with some great highlights. The ticket sale has begun. Make sure you get your tickets right now.

We proudly present:

Jack DeJohnette Trio, Kurt Rosenwinkel Trio with Aaron Parks, Mike Stern / Bill Evans Band feat. Keith Carlock & Darryl Jones, Billy Hart 75th B-Day group, Antonio Sanchez and Migration, Controlling Ear Unit, The Abercrombie Quartet, The Teachers, VOLCAN, Weird Beard, The Junior Jazzworkshop Orchestra, Magos Herrera Duo...","We are happy to present this year’s program with some great highlights. The ticket sale has begun. Make sure you get your tickets right now.  We proudly present:  Jack DeJohnette Trio, Kurt Rosenwinkel...",http://www.jazz-nights.ch/en.html,https://www.facebook.com/langnaujazznights,,2016-07-26,2016-07-30,,,,False,3550,Langnau im Emmental,BE,46.9366752,7.7872541
