day,festival,month,name,ville,year
6.0,FESTIVAL DE LA BATIE,Sep.,ARNAUD FLEURENT DIDIER,Geneve,2010.0
7.0,FESTIVAL DE LA BATIE,Sep.,UNDER BYEN,Geneve,2010.0
8.0,FESTIVAL DE LA BATIE,Sep.,MAINTENANT / CIE SKAPPA!,Geneve,2010.0
8.0,FESTIVAL DE LA BATIE,Sep.,SOLANGE LA FRANGE / LA PATRONNE,Geneve,2010.0
8.0,FESTIVAL DE LA BATIE,Sep.,BELO,Geneve,2010.0
9.0,FESTIVAL DE LA BATIE,Sep.,FILEWILE,Geneve,2010.0
10.0,FESTIVAL DE LA BATIE,Sep.,HUDSON MOHAWKE,Geneve,2010.0
11.0,FESTIVAL DE LA BATIE,Sep.,FIONA DANIEL,Geneve,2010.0
11.0,FESTIVAL DE LA BATIE,Sep.,HAOUSSA,Geneve,2010.0
11.0,FESTIVAL DE LA BATIE,Sep.,LARRY TEE,Geneve,2010.0
11.0,FESTIVAL DE LA BATIE,Sep.,APPARATSCHIK,Geneve,2010.0
12.0,FESTIVAL DE LA BATIE,Sep.,"GANGPOL & MIT ""RADIO MINUS SOUND SYSTEM""",Geneve,2010.0
14.0,FESTIVAL DE LA BATIE,Sep.,HANS KOCH,Geneve,2010.0
15.0,FESTIVAL DE LA BATIE,Sep.,BLONDE REDHEAD,Geneve,2010.0
16.0,FESTIVAL DE LA BATIE,Sep.,SYD MATTERS,Geneve,2010.0
17.0,FESTIVAL DE LA BATIE,Sep.,SAYCET,Geneve,2010.0
17.0,FESTIVAL DE LA BATIE,Sep.,DIMLITE,Geneve,2010.0
17.0,FESTIVAL DE LA BATIE,Sep.,PETER SOLO,Geneve,2010.0
18.0,FESTIVAL DE LA BATIE,Sep.,FELOCHE,Geneve,2010.0
18.0,FESTIVAL DE LA BATIE,Sep.,KEMICAL KEM,Geneve,2010.0
29.0,FESTIVAL DE LA BATIE,Aout,SHALOM,Geneve,2009.0
29.0,FESTIVAL DE LA BATIE,Aout,KRYSTLE WARREN,Geneve,2009.0
29.0,FESTIVAL DE LA BATIE,Aout,OKAN,Geneve,2009.0
1.0,FESTIVAL DE LA BATIE,Sep.,SINNER DC,Geneve,2009.0
3.0,FESTIVAL DE LA BATIE,Sep.,HEIDI HAPPY,Geneve,2009.0
4.0,FESTIVAL DE LA BATIE,Sep.,COSILI,Geneve,2009.0
4.0,FESTIVAL DE LA BATIE,Sep.,FRANZ TREICHLER,Geneve,2009.0
4.0,FESTIVAL DE LA BATIE,Sep.,BONGA,Geneve,2009.0
5.0,FESTIVAL DE LA BATIE,Sep.,FILASTINE,Geneve,2009.0
5.0,FESTIVAL DE LA BATIE,Sep.,LA CHERGA,Geneve,2009.0
6.0,FESTIVAL DE LA BATIE,Sep.,KOUMEKIAM,Geneve,2009.0
7.0,FESTIVAL DE LA BATIE,Sep.,PETER VON POEHL,Geneve,2009.0
8.0,FESTIVAL DE LA BATIE,Sep.,KAP BAMBINO,Geneve,2009.0
9.0,FESTIVAL DE LA BATIE,Sep.,NAIVE NEW BEATERS,Geneve,2009.0
10.0,FESTIVAL DE LA BATIE,Sep.,SEBASTIEN SCHULLER,Geneve,2009.0
11.0,FESTIVAL DE LA BATIE,Sep.,ROUND TABLE KNIGHTS,Geneve,2009.0
11.0,FESTIVAL DE LA BATIE,Sep.,FREDO VIOLA,Geneve,2009.0
11.0,FESTIVAL DE LA BATIE,Sep.,KABBALAH,Geneve,2009.0
12.0,FESTIVAL DE LA BATIE,Sep.,PIERRE OMER,Geneve,2009.0
29.0,FESTIVAL DE LA BATIE,Aout,MISS LI,Geneve,2008.0
30.0,FESTIVAL DE LA BATIE,Aout,MIKE D,Geneve,2008.0
30.0,FESTIVAL DE LA BATIE,Aout,FANGA,Geneve,2008.0
30.0,FESTIVAL DE LA BATIE,Aout,BANG GANG,Geneve,2008.0
30.0,FESTIVAL DE LA BATIE,Aout,DJ'S CHOICE,Geneve,2008.0
31.0,FESTIVAL DE LA BATIE,Aout,LULUXPO,Geneve,2008.0
2.0,FESTIVAL DE LA BATIE,Sep.,RADIOCLIT,Geneve,2008.0
3.0,FESTIVAL DE LA BATIE,Sep.,SCHTARNE 5I,Geneve,2008.0
3.0,FESTIVAL DE LA BATIE,Sep.,ADAM KESHER,Geneve,2008.0
3.0,FESTIVAL DE LA BATIE,Sep.,MIDNIGHT JUGGERNAUTS,Geneve,2008.0
3.0,FESTIVAL DE LA BATIE,Sep.,POLA,Geneve,2008.0
5.0,FESTIVAL DE LA BATIE,Sep.,MICHELANGELO PAGNANO,Geneve,2008.0
5.0,FESTIVAL DE LA BATIE,Sep.,DJ GONZALO,Geneve,2008.0
5.0,FESTIVAL DE LA BATIE,Sep.,SOKO,Geneve,2008.0
6.0,FESTIVAL DE LA BATIE,Sep.,DJ SCRATCHY,Geneve,2008.0
6.0,FESTIVAL DE LA BATIE,Sep.,HURLAK,Geneve,2008.0
6.0,FESTIVAL DE LA BATIE,Sep.,RAINER TRUBY,Geneve,2008.0
7.0,FESTIVAL DE LA BATIE,Sep.,KID CHOCOLAT,Geneve,2008.0
9.0,FESTIVAL DE LA BATIE,Sep.,FAUST,Geneve,2008.0
9.0,FESTIVAL DE LA BATIE,Sep.,FUJIYA & MIYAGI,Geneve,2008.0
10.0,FESTIVAL DE LA BATIE,Sep.,LOVE MOTEL,Geneve,2008.0
10.0,FESTIVAL DE LA BATIE,Sep.,MINUS 8,Geneve,2008.0
11.0,FESTIVAL DE LA BATIE,Sep.,BONAPARTE,Geneve,2008.0
11.0,FESTIVAL DE LA BATIE,Sep.,ALI BABA SOUND,Geneve,2008.0
12.0,FESTIVAL DE LA BATIE,Sep.,FRENCH COWBOY,Geneve,2008.0
12.0,FESTIVAL DE LA BATIE,Sep.,SMADJ,Geneve,2008.0
1.0,FESTIVAL DE LA BATIE,Sep.,DA SILVA,Geneve,2007.0
1.0,FESTIVAL DE LA BATIE,Sep.,JA GERN,Geneve,2007.0
2.0,FESTIVAL DE LA BATIE,Sep.,JONAS ET LE TAXI BROUSSE ORCHESTRA,Geneve,2007.0
3.0,FESTIVAL DE LA BATIE,Sep.,FRITZ HAUSER,Geneve,2007.0
4.0,FESTIVAL DE LA BATIE,Sep.,NOSFELL,Geneve,2007.0
5.0,FESTIVAL DE LA BATIE,Sep.,POLAR,Geneve,2007.0
5.0,FESTIVAL DE LA BATIE,Sep.,ALEX ATTIAS,Geneve,2007.0
6.0,FESTIVAL DE LA BATIE,Sep.,AKUFEN aka MARC LECLAIR,Geneve,2007.0
6.0,FESTIVAL DE LA BATIE,Sep.,FANFARE DU LOUP ORCHESTRA (LE CRI DU SON),Geneve,2007.0
7.0,FESTIVAL DE LA BATIE,Sep.,SCOTT MONTEITH,Geneve,2007.0
7.0,FESTIVAL DE LA BATIE,Sep.,VINCENT LEMIEUX,Geneve,2007.0
8.0,FESTIVAL DE LA BATIE,Sep.,TAYLOR SAVVY,Geneve,2007.0
8.0,FESTIVAL DE LA BATIE,Sep.,SHY CHILD,Geneve,2007.0
8.0,FESTIVAL DE LA BATIE,Sep.,MANDRAX,Geneve,2007.0
9.0,FESTIVAL DE LA BATIE,Sep.,POLAR,Geneve,2007.0
12.0,FESTIVAL DE LA BATIE,Sep.,SOPHIE HUNGER,Geneve,2007.0
13.0,FESTIVAL DE LA BATIE,Sep.,KALABRESE AND THE RUMPELORCHESTRA,Geneve,2007.0
14.0,FESTIVAL DE LA BATIE,Sep.,LIM GIONG,Geneve,2007.0
14.0,FESTIVAL DE LA BATIE,Sep.,MATTAFIX,Geneve,2007.0
15.0,FESTIVAL DE LA BATIE,Sep.,ZEBRA (Antoine),Geneve,2007.0
5.0,FESTIVAL DE LA BATIE,Sep.,HOBA HOBA SPIRIT,Geneve,2006.0
7.0,FESTIVAL DE LA BATIE,Sep.,LEO TARDIN,Geneve,2006.0
8.0,FESTIVAL DE LA BATIE,Sep.,AN PIERLE,Geneve,2006.0
9.0,FESTIVAL DE LA BATIE,Sep.,SOON,Geneve,2006.0
9.0,FESTIVAL DE LA BATIE,Sep.,THE SEDAN VAULT,Geneve,2006.0
9.0,FESTIVAL DE LA BATIE,Sep.,ALDEN TYRELL,Geneve,2006.0
9.0,FESTIVAL DE LA BATIE,Sep.,MAXIMILIAN SKIBA,Geneve,2006.0
11.0,FESTIVAL DE LA BATIE,Sep.,VELMA,Geneve,2006.0
12.0,FESTIVAL DE LA BATIE,Sep.,VELMA,Geneve,2006.0
15.0,FESTIVAL DE LA BATIE,Sep.,MY LITTLE CHEAP DICTAPHONE (MLCD),Geneve,2006.0
15.0,FESTIVAL DE LA BATIE,Sep.,THE EXPERIMENTAL TROPIC BLUES BAND,Geneve,2006.0
8.0,GREENFIELD,Juin,RED HOT CHILI PEPPERS,Interlaken,2016.0
9.0,GREENFIELD,Juin,VOLBEAT,Interlaken,2016.0
10.0,GREENFIELD,Juin,NIGHTWISH,Interlaken,2016.0
11.0,GREENFIELD,Juin,THE PRODIGY,Interlaken,2016.0
13.0,GREENFIELD,Juin,RAMMSTEIN,Interlaken,2013.0
14.0,GREENFIELD,Juin,THE STRAPONES,Interlaken,2013.0
15.0,GREENFIELD,Juin,BULLET FOR MY VALENTINE,Interlaken,2013.0
15.0,GREENFIELD,Juin,TALCO,Interlaken,2012.0
16.0,GREENFIELD,Juin,TURBOWOLF,Interlaken,2012.0
17.0,GREENFIELD,Juin,BREAKDOWN OF SANITY,Interlaken,2012.0
9.0,GREENFIELD,Juin,SYSTEM OF A DOWN (SOAD),Interlaken,2011.0
11.0,GREENFIELD,Juin,PROMETHEE,Interlaken,2010.0
12.0,GREENFIELD,Juin,THE DILLINGER ESCAPE PLAN,Interlaken,2010.0
13.0,GREENFIELD,Juin,DEATH BY STEREO,Interlaken,2010.0
12.0,GREENFIELD,Juin,NIGHTWISH,Interlaken,2009.0
13.0,GREENFIELD,Juin,FAITH NO MORE,Interlaken,2009.0
14.0,GREENFIELD,Juin,SLIPKNOT,Interlaken,2009.0
13.0,GREENFIELD,Juin,APOCALYPTICA,Interlaken,2008.0
13.0,GREENFIELD,Juin,THE DONNAS,Interlaken,2008.0
13.0,GREENFIELD,Juin,IN FLAMES,Interlaken,2008.0
13.0,GREENFIELD,Juin,FUNERAL FOR A FRIEND,Interlaken,2008.0
13.0,GREENFIELD,Juin,BULLET FOR MY VALENTINE,Interlaken,2008.0
13.0,GREENFIELD,Juin,THE OFFSPRING,Interlaken,2008.0
13.0,GREENFIELD,Juin,SICK OF IT ALL,Interlaken,2008.0
13.0,GREENFIELD,Juin,IN EXTREMO,Interlaken,2008.0
13.0,GREENFIELD,Juin,ENTER SHIKARI,Interlaken,2008.0
14.0,GREENFIELD,Juin,OCEANSIZE,Interlaken,2008.0
14.0,GREENFIELD,Juin,ZEBRAHEAD,Interlaken,2008.0
14.0,GREENFIELD,Juin,MILLENCOLIN,Interlaken,2008.0
14.0,GREENFIELD,Juin,THE BLACKOUT,Interlaken,2008.0
14.0,GREENFIELD,Juin,COHEED AND CAMBRIA,Interlaken,2008.0
14.0,GREENFIELD,Juin,REDWOOD,Interlaken,2008.0
14.0,GREENFIELD,Juin,THE WEAKERTHANS,Interlaken,2008.0
14.0,GREENFIELD,Juin,DIE ARZTE,Interlaken,2008.0
14.0,GREENFIELD,Juin,RISE AGAINST,Interlaken,2008.0
14.0,GREENFIELD,Juin,3 DOORS DOWN,Interlaken,2008.0
15.0,GREENFIELD,Juin,BIFFY CLYRO,Interlaken,2008.0
15.0,GREENFIELD,Juin,LINKIN PARK,Interlaken,2008.0
15.0,GREENFIELD,Juin,BLACK REBEL MOTORCYCLE CLUB,Interlaken,2008.0
15.0,GREENFIELD,Juin,BEATSTEAKS,Interlaken,2008.0
15.0,GREENFIELD,Juin,NOFX,Interlaken,2008.0
15.0,GREENFIELD,Juin,BLACKMAIL,Interlaken,2008.0
16.0,GREENFIELD,Mai,THIRTY SECONDS TO MARS,Interlaken,2007.0
16.0,GREENFIELD,Mai,THE KILLERS,Interlaken,2007.0
16.0,GREENFIELD,Mai,QUEENS OF THE STONE AGE,Interlaken,2007.0
16.0,GREENFIELD,Mai,MY CHEMICAL ROMANCE,Interlaken,2007.0
16.0,GREENFIELD,Mai,LESS THAN JAKE,Interlaken,2007.0
16.0,GREENFIELD,Mai,VELA PUERCA,Interlaken,2007.0
16.0,GREENFIELD,Mai,THE HIVES,Interlaken,2007.0
16.0,GREENFIELD,Mai,NAVEL,Interlaken,2007.0
16.0,GREENFIELD,Mai,ME FIRST AND THE GIMME GIMMES,Interlaken,2007.0
17.0,GREENFIELD,Mai,MANIC STREET PREACHERS,Interlaken,2007.0
17.0,GREENFIELD,Mai,SUGAR PLUM FAIRY,Interlaken,2007.0
17.0,GREENFIELD,Mai,INCUBUS,Interlaken,2007.0
17.0,GREENFIELD,Mai,SMASHING PUMPKINS,Interlaken,2007.0
17.0,GREENFIELD,Mai,HAYSEED DIXIE,Interlaken,2007.0
17.0,GREENFIELD,Mai,MC QUEEN,Interlaken,2007.0
17.0,GREENFIELD,Mai,STONE SOUR,Interlaken,2007.0
17.0,GREENFIELD,Mai,HEAD AUTOMATICA,Interlaken,2007.0
17.0,GREENFIELD,Mai,PORCUPINE TREE,Interlaken,2007.0
17.0,GREENFIELD,Mai,FRANK BLACK / BLACK FRANCIS,Interlaken,2007.0
15.0,GREENFIELD,Juin,HOUSTON SWING ENGINE,Interlaken,2007.0
15.0,GREENFIELD,Juin,THE 69 EYES,Interlaken,2007.0
15.0,GREENFIELD,Juin,SLAYER,Interlaken,2007.0
15.0,GREENFIELD,Juin,JULIETTE & THE LICKS,Interlaken,2007.0
15.0,GREENFIELD,Juin,HINDER,Interlaken,2007.0
15.0,GREENFIELD,Juin,SONIC YOUTH,Interlaken,2007.0
15.0,GREENFIELD,Juin,MARILYN MANSON,Interlaken,2007.0
16.0,GREENFIELD,Juin,APOCALYPTICA,Interlaken,2006.0
16.0,GREENFIELD,Juin,TRIVIUM,Interlaken,2006.0
16.0,GREENFIELD,Juin,PEACOCKS,Interlaken,2006.0
16.0,GREENFIELD,Juin,DEUS,Interlaken,2006.0
16.0,GREENFIELD,Juin,ARCHIVE,Interlaken,2006.0
16.0,GREENFIELD,Juin,TOOL,Interlaken,2006.0
16.0,GREENFIELD,Juin,IN EXTREMO,Interlaken,2006.0
16.0,GREENFIELD,Juin,ART BRUT,Interlaken,2006.0
17.0,GREENFIELD,Juin,HARD FI,Interlaken,2006.0
17.0,GREENFIELD,Juin,THE SISTERS OF MERCY,Interlaken,2006.0
17.0,GREENFIELD,Juin,THE CARDIGANS,Interlaken,2006.0
17.0,GREENFIELD,Juin,ELBOW,Interlaken,2006.0
17.0,GREENFIELD,Juin,PLACEBO,Interlaken,2006.0
17.0,GREENFIELD,Juin,BABYSHAMBLES,Interlaken,2006.0
17.0,GREENFIELD,Juin,LAGWAGON,Interlaken,2006.0
17.0,GREENFIELD,Juin,THE SOUNDTRACK OF OUR LIVES,Interlaken,2006.0
17.0,GREENFIELD,Juin,AMPLIFIER,Interlaken,2006.0
17.0,GREENFIELD,Juin,THE DATSUNS,Interlaken,2006.0
17.0,GREENFIELD,Juin,STARSAILOR,Interlaken,2006.0
17.0,GREENFIELD,Juin,DEPECHE MODE,Interlaken,2006.0
17.0,GREENFIELD,Juin,LIVE,Interlaken,2006.0
17.0,GREENFIELD,Juin,THERAPY ?,Interlaken,2006.0
17.0,GREENFIELD,Juin,ARCHIE BRONSON OUTFIT,Interlaken,2006.0
18.0,GREENFIELD,Juin,MAD CADDIES,Interlaken,2006.0
18.0,GREENFIELD,Juin,KASHMIR,Interlaken,2006.0
18.0,GREENFIELD,Juin,SPECK,Interlaken,2006.0
18.0,GREENFIELD,Juin,BACKYARD BABIES,Interlaken,2006.0
18.0,GREENFIELD,Juin,MAXIMO PARK,Interlaken,2006.0
18.0,GREENFIELD,Juin,WILLIAM WHITE,Interlaken,2006.0
18.0,GREENFIELD,Juin,KARAMELO SANTO,Interlaken,2006.0
18.0,GREENFIELD,Juin,SEEED,Interlaken,2006.0
20.0,JAZZFESTIVAL BASEL,Avr.,RICHARD GALLIANO,Bale (Basel),2016.0
21.0,JAZZFESTIVAL BASEL,Avr.,NILS LANDGREN,Bale (Basel),2016.0
22.0,JAZZFESTIVAL BASEL,Avr.,KENNY GARRETT,Bale (Basel),2016.0
24.0,JAZZFESTIVAL BASEL,Avr.,MARIUS NESET,Bale (Basel),2016.0
27.0,JAZZFESTIVAL BASEL,Avr.,MARTIN TINGVALL,Bale (Basel),2016.0
28.0,JAZZFESTIVAL BASEL,Avr.,ANDREAS SCHAERER,Bale (Basel),2016.0
29.0,JAZZFESTIVAL BASEL,Avr.,MARIA JOAO,Bale (Basel),2016.0
3.0,JAZZFESTIVAL BASEL,Mai,PAOLO FRESU,Bale (Basel),2016.0
6.0,JAZZFESTIVAL BASEL,Mai,CHUCHO VALDES,Bale (Basel),2016.0
7.0,JAZZFESTIVAL BASEL,Mai,MICHAEL WOLLNY,Bale (Basel),2016.0
7.0,JAZZFESTIVAL BASEL,Mai,BUGGE WESSELTOFT,Bale (Basel),2016.0
8.0,JAZZFESTIVAL BASEL,Mai,ED MOTTA,Bale (Basel),2016.0
10.0,JAZZFESTIVAL BASEL,Mai,DEE DEE BRIDGEWATER,Bale (Basel),2016.0
16.0,JAZZFESTIVAL BASEL,Avr.,EST ESBJORN SVENSSON,Bale (Basel),2015.0
17.0,JAZZFESTIVAL BASEL,Avr.,YARON HERMAN,Bale (Basel),2015.0
19.0,JAZZFESTIVAL BASEL,Avr.,DINO SALUZZI,Bale (Basel),2015.0
20.0,JAZZFESTIVAL BASEL,Avr.,STANLEY CLARKE,Bale (Basel),2015.0
21.0,JAZZFESTIVAL BASEL,Avr.,TILL BRONNER,Bale (Basel),2015.0
22.0,JAZZFESTIVAL BASEL,Avr.,ANOUAR BRAHEM,Bale (Basel),2015.0
23.0,JAZZFESTIVAL BASEL,Avr.,MARC PERRENOUD,Bale (Basel),2015.0
19.0,JAZZFESTIVAL BASEL,Avr.,BRANFORD MARSALIS,Bale (Basel),2012.0
20.0,JAZZFESTIVAL BASEL,Avr.,CHANO DOMINGUEZ,Bale (Basel),2012.0
21.0,JAZZFESTIVAL BASEL,Avr.,MADELEINE PEYROUX,Bale (Basel),2012.0
22.0,JAZZFESTIVAL BASEL,Avr.,VEIN,Bale (Basel),2012.0
22.0,JAZZFESTIVAL BASEL,Avr.,CRISTINA BRANCO,Bale (Basel),2012.0
23.0,JAZZFESTIVAL BASEL,Avr.,LARS DANIELSSON,Bale (Basel),2012.0
24.0,JAZZFESTIVAL BASEL,Avr.,ALEFA TRIO,Bale (Basel),2012.0
25.0,JAZZFESTIVAL BASEL,Avr.,JOHN ABERCROMBIE,Bale (Basel),2012.0
26.0,JAZZFESTIVAL BASEL,Avr.,ROBERTO GATTO,Bale (Basel),2012.0
28.0,JAZZFESTIVAL BASEL,Avr.,ROBERTO FONSECA,Bale (Basel),2012.0
30.0,JAZZFESTIVAL BASEL,Avr.,GEORGE GRUNTZ,Bale (Basel),2012.0
2.0,JAZZFESTIVAL BASEL,Mai,TRILOK GURTU,Bale (Basel),2012.0
3.0,JAZZFESTIVAL BASEL,Mai,LISETTE SPINNLER,Bale (Basel),2012.0
4.0,JAZZFESTIVAL BASEL,Mai,"MEDESKI, MARTIN & WOOD",Bale (Basel),2012.0
5.0,JAZZFESTIVAL BASEL,Mai,AMADOU ET MARIAM,Bale (Basel),2012.0
6.0,JAZZFESTIVAL BASEL,Mai,RICHARD GALLIANO,Bale (Basel),2012.0
30.0,JAZZFESTIVAL BASEL,Avr.,GEORGE GRUNTZ,Bale (Basel),2011.0
1.0,JAZZFESTIVAL BASEL,Mai,NIGEL KENNEDY,Bale (Basel),2011.0
2.0,JAZZFESTIVAL BASEL,Mai,COLIN VALLON,Bale (Basel),2011.0
3.0,JAZZFESTIVAL BASEL,Mai,FRANCOIS COUTURIER,Bale (Basel),2011.0
4.0,JAZZFESTIVAL BASEL,Mai,BOBO STENSON,Bale (Basel),2011.0
5.0,JAZZFESTIVAL BASEL,Mai,TOBIAS PREISIG,Bale (Basel),2011.0
6.0,JAZZFESTIVAL BASEL,Mai,SCOTT COLLEY,Bale (Basel),2011.0
7.0,JAZZFESTIVAL BASEL,Mai,ROSARIO GIULIANI,Bale (Basel),2011.0
8.0,JAZZFESTIVAL BASEL,Mai,RENAUD GARCIA FONS,Bale (Basel),2011.0
9.0,JAZZFESTIVAL BASEL,Mai,RAUL MIDON,Bale (Basel),2011.0
10.0,JAZZFESTIVAL BASEL,Mai,MICHELE RABBIA,Bale (Basel),2011.0
10.0,JAZZFESTIVAL BASEL,Mai,INCOGNITO,Bale (Basel),2011.0
12.0,JAZZFESTIVAL BASEL,Mai,TILL BRONNER,Bale (Basel),2011.0
13.0,JAZZFESTIVAL BASEL,Mai,BOBBY MC FERRIN,Bale (Basel),2011.0
16.0,JAZZFESTIVAL BASEL,Mai,MATTHIEU MICHEL,Bale (Basel),2011.0
21.0,JAZZFESTIVAL BASEL,Avr.,RICHARD GALLIANO,Bale (Basel),2010.0
22.0,JAZZFESTIVAL BASEL,Avr.,GORAN BREGOVIC,Bale (Basel),2010.0
24.0,JAZZFESTIVAL BASEL,Avr.,FUNK OFF,Bale (Basel),2010.0
24.0,JAZZFESTIVAL BASEL,Avr.,ANOUAR BRAHEM,Bale (Basel),2010.0
25.0,JAZZFESTIVAL BASEL,Avr.,THIERRY LANG,Bale (Basel),2010.0
25.0,JAZZFESTIVAL BASEL,Avr.,MICHAEL WOLLNY,Bale (Basel),2010.0
26.0,JAZZFESTIVAL BASEL,Avr.,KURT ROSENWINKEL,Bale (Basel),2010.0
27.0,JAZZFESTIVAL BASEL,Avr.,MARCIN WASILEWSKI,Bale (Basel),2010.0
28.0,JAZZFESTIVAL BASEL,Avr.,VEIN,Bale (Basel),2010.0
29.0,JAZZFESTIVAL BASEL,Avr.,NILS PETTER MOLVAER,Bale (Basel),2010.0
30.0,JAZZFESTIVAL BASEL,Avr.,MARC RIBOT,Bale (Basel),2010.0
1.0,JAZZFESTIVAL BASEL,Mai,RIGMOR GUSTAFSSON,Bale (Basel),2010.0
2.0,JAZZFESTIVAL BASEL,Mai,MATHIEU MICHEL,Bale (Basel),2010.0
2.0,JAZZFESTIVAL BASEL,Mai,PACO DE LUCIA,Bale (Basel),2010.0
19.0,JAZZFESTIVAL BASEL,Avr.,VIKTORIA TOLSTOY,Bale (Basel),2009.0
20.0,JAZZFESTIVAL BASEL,Avr.,STACEY KENT,Bale (Basel),2009.0
21.0,JAZZFESTIVAL BASEL,Avr.,STEFAN RUSCONI,Bale (Basel),2009.0
22.0,JAZZFESTIVAL BASEL,Avr.,MICHAEL WOLLNY,Bale (Basel),2009.0
23.0,JAZZFESTIVAL BASEL,Avr.,JAN LUNDGREN,Bale (Basel),2009.0
24.0,JAZZFESTIVAL BASEL,Avr.,DOMENIC LANDOLF,Bale (Basel),2009.0
24.0,JAZZFESTIVAL BASEL,Avr.,NAT SU,Bale (Basel),2009.0
26.0,JAZZFESTIVAL BASEL,Avr.,ALY KEITA,Bale (Basel),2009.0
27.0,JAZZFESTIVAL BASEL,Avr.,ALDO ROMANO,Bale (Basel),2009.0
28.0,JAZZFESTIVAL BASEL,Avr.,INCOGNITO,Bale (Basel),2009.0
29.0,JAZZFESTIVAL BASEL,Avr.,NIK BARTSCH'S,Bale (Basel),2009.0
30.0,JAZZFESTIVAL BASEL,Avr.,ROSARIO GIULIANI,Bale (Basel),2009.0
1.0,JAZZFESTIVAL BASEL,Mai,PHILIP CATHERINE,Bale (Basel),2009.0
2.0,JAZZFESTIVAL BASEL,Mai,TAMBOURS DE BRAZZA,Bale (Basel),2009.0
3.0,JAZZFESTIVAL BASEL,Mai,GERARDO NUNEZ,Bale (Basel),2009.0
18.0,JAZZFESTIVAL BASEL,Avr.,RANDY WESTON,Bale (Basel),2008.0
19.0,JAZZFESTIVAL BASEL,Avr.,ANDY SCHERRER,Bale (Basel),2008.0
19.0,JAZZFESTIVAL BASEL,Avr.,BILL CARROTHERS,Bale (Basel),2008.0
20.0,JAZZFESTIVAL BASEL,Avr.,TORD GUSTAVSEN,Bale (Basel),2008.0
20.0,JAZZFESTIVAL BASEL,Avr.,ANGELIQUE KIDJO,Bale (Basel),2008.0
21.0,JAZZFESTIVAL BASEL,Avr.,MARC BUKHALTER,Bale (Basel),2008.0
21.0,JAZZFESTIVAL BASEL,Avr.,KASPAR EWALD'S,Bale (Basel),2008.0
22.0,JAZZFESTIVAL BASEL,Avr.,CHRISTIAN MUTHSPIEL,Bale (Basel),2008.0
22.0,JAZZFESTIVAL BASEL,Avr.,GABRIEL BEUERLE,Bale (Basel),2008.0
23.0,JAZZFESTIVAL BASEL,Avr.,LUCAS NIGGLI,Bale (Basel),2008.0
23.0,JAZZFESTIVAL BASEL,Avr.,NOEMI CAMPISI,Bale (Basel),2008.0
24.0,JAZZFESTIVAL BASEL,Avr.,TIM BERNE,Bale (Basel),2008.0
25.0,JAZZFESTIVAL BASEL,Avr.,MIROSLAV VITOUS,Bale (Basel),2008.0
25.0,JAZZFESTIVAL BASEL,Avr.,MARIA PIA DE VITO,Bale (Basel),2008.0
26.0,JAZZFESTIVAL BASEL,Avr.,LADY BIRD JAZZTET,Bale (Basel),2008.0
27.0,JAZZFESTIVAL BASEL,Avr.,STEPHAN KURMANN,Bale (Basel),2008.0
27.0,JAZZFESTIVAL BASEL,Avr.,ANDY SCHERRER,Bale (Basel),2008.0
28.0,JAZZFESTIVAL BASEL,Avr.,WAYNE SHORTER,Bale (Basel),2008.0
29.0,JAZZFESTIVAL BASEL,Avr.,RICHARD BONA,Bale (Basel),2008.0
29.0,JAZZFESTIVAL BASEL,Avr.,DAVE WECKL,Bale (Basel),2008.0
29.0,JAZZFESTIVAL BASEL,Avr.,MIKE STERN,Bale (Basel),2008.0
30.0,JAZZFESTIVAL BASEL,Avr.,JOE LOVANO,Bale (Basel),2008.0
30.0,JAZZFESTIVAL BASEL,Avr.,MCCOY TYNER,Bale (Basel),2008.0
1.0,JAZZFESTIVAL BASEL,Mai,ROBERTO FONSECA,Bale (Basel),2008.0
9.0,JAZZFESTIVAL BASEL,Mai,BALAZS NYARI,Bale (Basel),2008.0
30.0,L'ESTIVALE OPEN AIR D'ESTAVAYER,Juil.,BASTIAN BAKER,Estavayer le Lac,2017.0
31.0,L'ESTIVALE OPEN AIR D'ESTAVAYER,Juil.,MAITRE GIMS,Estavayer le Lac,2017.0
18.0,LES HIVERNALES A NYON,Fev.,ANTIPODS,Nyon,2016.0
19.0,LES HIVERNALES A NYON,Fev.,FISHBACH,Nyon,2016.0
19.0,LES HIVERNALES A NYON,Fev.,SUMO,Nyon,2016.0
19.0,LES HIVERNALES A NYON,Fev.,PUTS MARIE,Nyon,2016.0
19.0,LES HIVERNALES A NYON,Fev.,ONYX,Nyon,2016.0
20.0,LES HIVERNALES A NYON,Fev.,MADDAM,Nyon,2016.0
20.0,LES HIVERNALES A NYON,Fev.,ELYNN THE GREEN,Nyon,2016.0
20.0,LES HIVERNALES A NYON,Fev.,ETIENNE DE CRECY,Nyon,2016.0
20.0,LES HIVERNALES A NYON,Fev.,JABBERWOCKY,Nyon,2016.0
20.0,LES HIVERNALES A NYON,Fev.,TOM FIRE,Nyon,2016.0
21.0,LES HIVERNALES A NYON,Fev.,SPEEDRAX,Nyon,2016.0
26.0,LES HIVERNALES A NYON,Fev.,THE RAMBLING WHEELS,Nyon,2015.0
26.0,LES HIVERNALES A NYON,Fev.,THE KREEKS,Nyon,2015.0
26.0,LES HIVERNALES A NYON,Fev.,LADY BAZAAR,Nyon,2015.0
